Key,Title,Category,Frame,Icon,Description
"blazeandcave:redstone/space_hopper","Space Hopper","redstone","task","hopper","Craft a hopper for item transportation"
"blazeandcave:enchanting/handmade_blinding","Handmade Blinding","enchanting","goal","carved_pumpkin","Wear a carved pumpkin enchanted with Curse of Binding"
"blazeandcave:statistics/the_first_night","The First Night","statistics","task","sunflower","Survive the first night in your brand new world"
"minecraft:adventure/spear_many_mobs","Mob Kabob","adventure","goal","iron_spear","Hit five mobs in the same charge attack using a Spear"
"blazeandcave:building/the_glazed_terracotta_army","The Glazed Terracotta Army","building","goal","magenta_glazed_terracotta","Craft all 16 colors of glazed terracotta"
"blazeandcave:biomes/thick_ice","Thick Ice!","biomes","task","blue_ice","Craft or mine a blue ice block from an iceberg"
"blazeandcave:building/clay_dough","Clay-Dough!","building","task","clay_ball","Dig up some clay from a lake"
"blazeandcave:end/taking_the_scenic_route","Taking the Scenic Route","end","challenge","cobblestone","Travel to the outer End islands using a bridge"
"blazeandcave:animal/fractal","Fractal","animal","challenge","black_bundle","Put a Bundle in a Bundle in a Bundle in a Bundle in a Bundle… 16 layers deep"
"blazeandcave:monsters/oh_no_guys_im_oozing","Oh no guys I'm o o z i n g","monsters","challenge","player_head","Collect enough slimeballs to craft a stack of slime blocks"
"blazeandcave:weaponry/fireworks_display","Fireworks Display","weaponry","task","firework_rocket","Use gunpowder and paper to craft fireworks"
"blazeandcave:statistics/i_heart_chests","I <3 Chests","statistics","challenge","ender_chest","Open 500 loot chests"
"blazeandcave:monsters/skeleton_smiter","Skeleton Smiter","monsters","goal","skeleton_spawn_egg","Collect a stack of bones"
"blazeandcave:building/bamboozled","Bamboozled","building","goal","bamboo","Craft every item made out of bamboo wood"
"blazeandcave:mining/blind_as_a_bat","Blind as a Bat","mining","challenge","black_wool","Kill a Bat while under the blindness or darkness effect"
"blazeandcave:animal/save_the_turtles","Save the Turtles!","animal","goal","turtle_egg","Collect a stack of turtle eggs"
"blazeandcave:building/hanging_around","Hanging Around","building","task","oak_hanging_sign","Put up a Hanging Sign"
"blazeandcave:farming/berry_nice","Berry Nice!","farming","task","sweet_berries","Pick and eat some sweet berries"
"blazeandcave:challenges/the_devils_distance","The Devil's Distance","challenges","challenge","soul_soil","Use the Nether to travel at least 666km in the Overworld"
"blazeandcave:monsters/freezing","Freezing","monsters","challenge","snow_block","Bring a husk to a tundra biome and then kill it"
"blazeandcave:building/pale_gardener","Pale Gardener","building","goal","pale_oak_sapling","Craft every item made out of pale oak wood"
"blazeandcave:monsters/house_of_freaks","House of Freaks","monsters","challenge","sculk_shrieker","Summon five Wardens and have them all be within 16 blocks of the player"
"blazeandcave:mining/copper_age","Copper Age","mining","task","copper_pickaxe","Craft a slightly better pickaxe"
"blazeandcave:farming/disen_berry_berry_bad","Disen Berry Berry Bad!","farming","task","spruce_leaves","Get stuck in a sweet berry bush. Oh, icky yucky goo!"
"blazeandcave:potion/stealth_takedown","Stealth Takedown","potion","task","iron_sword","Dispatch a Creeper at melee range while you are invisible"
"blazeandcave:enchanting/librarian","Librarian","enchanting","task","bookshelf","Build some bookshelves for your enchanting table"
"minecraft:adventure/read_power_of_chiseled_bookshelf","The Power of Books","adventure","task","chiseled_bookshelf","Read the power signal of a Chiseled Bookshelf using a comparator"
"minecraft:end/root","The End","end","task","end_stone","Or the beginning?"
"blazeandcave:enchanting/master_farmer","Master Farmer","enchanting","challenge","diamond_hoe","Create a hoe with all possible enchantments at max level"
"blazeandcave:adventure/coordinated_flair","Coordinated Flair","adventure","goal","diamond_boots","Wear a suit of armor with all four pieces trimmed with the same material"
"blazeandcave:end/unstoppable_force_vs_immovable_object","Unstoppable Force vs Immovable Object","end","task","wind_charge","Hit a Shulker with a thrown Wind Charge"
"blazeandcave:statistics/sneaky_snitch","Sneaky Snitch","statistics","task","leather_boots","Sneak 100m"
"minecraft:adventure/trade_at_world_height","Star Trader","adventure","goal","nether_star","Trade with a villager at the build height limit"
"blazeandcave:biomes/enchanted_forest","Enchanted Forest","biomes","task","allium","Find a flower forest"
"blazeandcave:nether/blaze_extinguisher","Blaze Extinguisher","nether","goal","blaze_spawn_egg","Collect a stack of blaze rods"
"blazeandcave:farming/sugar_sugar","Sugar, Sugar","farming","task","sugar_cane","Harvest some sugar cane from a river or ocean"
"blazeandcave:bacap/advancement_legend","Advancement Legend","bacap","challenge","player_head","Complete every single advancement in BlazeandCave's Advancements Pack"
"blazeandcave:mining/shriek_forever_after","Shriek Forever After","mining","task","sculk_shrieker","Trigger a Sculk Shrieker in the Deep Dark. Might not want to do that too many more times…"
"blazeandcave:nether/wub_wub_wub","Wub wub wub!","nether","goal","music_disc_pigstep","Obtain the Pigstep music disc from a Bastion Remnant"
"blazeandcave:animal/goat_out_of_here","Goat out of here!","animal","task","white_dye","Slaughter a Goat"
"blazeandcave:building/change_of_sheets","Change of Sheets","building","task","light_blue_bed","Dye your bed a different color than white"
"blazeandcave:building/the_ritual_begins","The Ritual Begins","building","goal","black_candle","Get one stack of Black Candles"
"blazeandcave:redstone/bling_plate","Bling Plate","redstone","task","light_weighted_pressure_plate","Dine in style! (No, not really)"
"blazeandcave:biomes/the_mighty_jungle","The Mighty Jungle","biomes","task","jungle_leaves","Go for a safari in the jungle"
"blazeandcave:redstone/take_notes","Take Notes","redstone","task","stick","Tune a Note Block through every possible note"
"minecraft:nether/create_beacon","Bring Home the Beacon","nether","goal","beacon","Construct and place a Beacon"
"blazeandcave:monsters/still_talking","Still Talking!","monsters","challenge","zombie_head","Blow up a zombie with a charged creeper to get a zombie head"
"blazeandcave:challenges/creepergeddon","Creepergeddon","challenges","challenge","creeper_head","Obtain a stack of Creeper Heads"
"blazeandcave:mining/the_mistake","The Mistake!","mining","challenge","golden_leggings","Put Mending on a piece of golden armor and realise what you are doing in life"
"blazeandcave:building/its_original_form","Its original form","building","task","stone","Use your furnace to smelt cobblestone back into stone"
"blazeandcave:adventure/the_sound_of_silence","The Sound of Silence","adventure","goal","silence_armor_trim_smithing_template","Find the Silence Smithing Template in an Ancient City"
"blazeandcave:biomes/theres_a_zombie_on_the_lawn","There's a zombie on the lawn","biomes","task","sunflower","Find a sunflower plains"
"blazeandcave:biomes/just_a_sample","Just a sample","biomes","task","fire_coral_fan","Collect some coral from a coral reef"
"blazeandcave:redstone/root","Redstone","redstone","task","redstone","Cracking contraptions"
"minecraft:adventure/trim_with_any_armor_pattern","Crafting a New Look","adventure","task","iron_helmet","Use a Smithing Template to apply a trim to a piece of armor"
"blazeandcave:mining/wax_treatment","Wax Treatment","mining","task","honeycomb","Apply Honeycomb to a Copper Golem to stop it from oxidizing"
"minecraft:nether/uneasy_alliance","Uneasy Alliance","nether","challenge","ghast_tear","Rescue a Ghast from the Nether, bring it safely home to the Overworld... and then kill it"
"blazeandcave:redstone/observer_buddy","Observer Buddy","redstone","task","observer","Craft an observer"
"minecraft:adventure/blowback","Blowback","adventure","challenge","breeze_rod","Kill a Breeze with a deflected Wind Charge"
"blazeandcave:mining/rest_in_pickaxes","Rest in Pickaxes","mining","goal","diamond_pickaxe","Break your first diamond pickaxe"
"blazeandcave:building/shelf_expression","Shelf Expression","building","task","chiseled_bookshelf","Fill a Chiseled Bookshelf with books"
"blazeandcave:challenges/the_perfect_run","The Perfect Run","challenges","challenge","leather_helmet","Summon the Ender Dragon, the Wither, and a Raid within thirty seconds of each other, then defeat all of them without taking damage"
"blazeandcave:enchanting/a_rather_pointy_fence_post","A rather pointy fence post","enchanting","challenge","oak_fence","Enchant a wooden sword with Sharpness V. Not really the best weapon, but it could be a minor annoyance to someone"
"blazeandcave:adventure/rebuilding_the_oceans","Rebuilding the Oceans","adventure","goal","tube_coral_block","Trade for a coral block from the Wandering Trader"
"minecraft:husbandry/leash_all_frog_variants","When the Squad Hops into Town","husbandry","goal","lead","Attach a lead to each variant of Frog"
"blazeandcave:adventure/genesis_of_the_end","Genesis of the End","adventure","goal","eye_armor_trim_smithing_template","Find the Eye Smithing Template in a Stronghold"
"blazeandcave:mining/chestful_of_cobblestone","Chestful of Cobblestone","mining","goal","cobblestone","Mine 1728 cobblestone, place it in a chest, then stand on it in victory"
"blazeandcave:mining/total_copout","Total Copout","mining","task","copper_nugget","Smash a living Copper Golem into scrap"
